Protein,Mean OM Protein Peak Area,Mean SC Protein Peak Area,log2(Fold Change),P Value,Adjusted P Value
sp|Q9H270|VPS11_HUMAN,2211285.077540708,2247620.8449081792,-0.22116992014900344,0.5979221016168594,0.7125473468237666
sp|Q96AC1|FERM2_HUMAN,138929338.22561353,130576413.51909015,-0.05364058118460046,0.5979221016168594,0.7125473468237666
sp|P14555|PA2GA_HUMAN,168542.587881884,137709.01247687594,-0.7671639556978144,0.5979221016168594,0.7125473468237666
sp|P11047|LAMC1_HUMAN,942938922.5861275,905562739.9124154,-0.09331629513915006,0.5979221016168594,0.7125473468237666
sp|Q5VYS8|TUT7_HUMAN,54969893.73029516,59579431.463034675,-0.14620929378990713,0.5979221016168594,0.7125473468237666
sp|O15151|MDM4_HUMAN,12548108.273076696,11813777.979438202,-0.10872070551615297,0.5979221016168594,0.7125473468237666
sp|P60842|IF4A1_HUMAN,27121906.41106279,26049423.92365898,-0.08756346165734298,0.5979221016168594,0.7125473468237666
sp|O75112|LDB3_HUMAN,12067407.120587131,10924646.386725862,-0.18648425279777175,0.5979221016168594,0.7125473468237666
sp|Q12889|OVGP1_HUMAN,1068147.1447557341,652545.5866708227,0.03969013292320688,0.5979221016168594,0.7125473468237666
sp|Q9C0E8|LNP_HUMAN,5212284.159965544,5106330.842097729,-0.07348003635977841,0.5979221016168594,0.7125473468237666
sp|P01042|KNG1_HUMAN,1442867151.8382375,1560264700.127296,-0.02394392768929266,0.5979221016168594,0.7125473468237666
sp|Q8N4Q0|PTGR3_HUMAN,9038837.622417146,8509692.628167203,-0.04416934761401076,0.5979221016168594,0.7125473468237666
sp|Q96GQ5|RUSF1_HUMAN,1171374.3232126923,1056415.5414918212,-0.3412197149005823,0.5979221016168594,0.7125473468237666
sp|P68371|TBB4B_HUMAN,898421671.9389044,974398804.2198104,0.05412207116879299,0.5979221016168594,0.7125473468237666
sp|P05106|ITB3_HUMAN,9803713.601593489,16890576.34056114,0.3181080692906927,0.5979221016168594,0.7125473468237666
sp|Q16270|IBP7_HUMAN,28588007.6036517,28352676.644926213,-0.05849453598169687,0.6136380508542061,0.7267643154119781
sp|Q96KP4|CNDP2_HUMAN,679140768.2068965,664535074.0911196,-0.13203236098059637,0.6136380508542061,0.7267643154119781
sp|A5A3E0|POTEF_HUMAN,8293664750.957937,9462647982.96384,0.11120270860394961,0.6136380508542061,0.7267643154119781
sp|Q86YJ6|THNS2_HUMAN,94437.99256703327,120749.44508449876,0.2677130483925107,0.6136380508542061,0.7267643154119781
sp|Q9Y508|RN114_HUMAN,14237743.63938342,14074416.247740583,-0.06417373135361774,0.6136380508542061,0.7267643154119781
sp|Q8TF40|FNIP1_HUMAN,1012334.7396682593,18502740.326423664,0.6495690337126107,0.6136380508542061,0.7267643154119781
sp|P69892|HBG2_HUMAN,683797183.4548233,1160698514.2397125,0.0809188044766208,0.6136380508542061,0.7267643154119781
sp|Q5EBM0|CMPK2_HUMAN,14028703.901772292,13968525.956517411,-0.21636805590399266,0.6136380508542061,0.7267643154119781
sp|P00367|DHE3_HUMAN,610884617.3381017,613033273.9161452,-0.011917169231110516,0.6136380508542061,0.7267643154119781
sp|Q9H8W4|PKHF2_HUMAN,1721867.084304366,1744255.812105784,-0.03447717401299662,0.6136380508542061,0.7267643154119781
sp|O43402|EMC8_HUMAN,34033055.6268797,33168537.606173936,-0.8970985764461572,0.6136380508542061,0.7267643154119781
sp|O95825|QORL1_HUMAN,25103953.745025124,25607367.985289514,-0.014313898623832188,0.6136380508542061,0.7267643154119781
sp|P24666|PPAC_HUMAN,70138676.06995307,76959798.97069773,-0.33539406730542837,0.6136380508542061,0.7267643154119781
sp|P13647|K2C5_HUMAN,1429999672.9572413,976226783.7080142,-0.32639470553553945,0.6136380508542061,0.7267643154119781
sp|P82979|SARNP_HUMAN,31736142.416005068,31138949.36659721,-0.10668504183032176,0.6136380508542061,0.7267643154119781
sp|Q15369|ELOC_HUMAN,28963645.182329714,30248574.54502865,0.02633245317006391,0.6136380508542061,0.7267643154119781
sp|A0A0A0MS14|HV145_HUMAN,4167747.2867021705,3901698.6013742313,-0.11149446706740362,0.6136380508542061,0.7267643154119781
sp|Q6Y7W6|GGYF2_HUMAN,992829.4308292618,1029535.7446366689,0.028843669329132127,0.6136380508542061,0.7267643154119781
sp|Q9ULD0|OGDHL_HUMAN,109827418.33053638,114193787.76653089,-0.08617858337826119,0.6136380508542061,0.7267643154119781
sp|Q9BY89|K1671_HUMAN,3682893.1395120625,3562407.653157206,-0.05449475764521811,0.6136380508542061,0.7267643154119781
sp|Q9UKG1|DP13A_HUMAN,5628944.898256429,6064118.622333633,0.10246867790903191,0.6136380508542061,0.7267643154119781
sp|P09105|HBAT_HUMAN,9402073.913234819,17082236.23207354,0.3031372053715819,0.6136380508542061,0.7267643154119781
sp|O60313|OPA1_HUMAN,579939.2135126388,561687.7978903548,-0.25032852235243236,0.6136380508542061,0.7267643154119781
sp|Q99442|SEC62_HUMAN,392719.12995913986,358169.32071767986,-0.3427227281839893,0.6136380508542061,0.7267643154119781
sp|P05091|ALDH2_HUMAN,5460903110.925412,5906924614.520292,0.03581270438937546,0.6136380508542061,0.7267643154119781
sp|Q9C005|DPY30_HUMAN,4341277.507463019,3919846.7579104295,-0.11784466478319354,0.6295278295874596,0.7401038839270501
sp|Q4G0N4|NAKD2_HUMAN,66198912.93167783,67682065.9864338,0.04448507126803602,0.6295278295874596,0.7401038839270501
sp|Q8NHV1|GIMA7_HUMAN,1049340.908473675,1520891.2336817428,0.6587209494031676,0.6295278295874596,0.7401038839270501
sp|Q16881|TRXR1_HUMAN,167761976.81310374,166182217.5780833,-0.06774941598383245,0.6295278295874596,0.7401038839270501
sp|P04278|SHBG_HUMAN,45336731.81841354,42245522.50826079,-0.2078906282547251,0.6295278295874596,0.7401038839270501
sp|Q6IAN0|DRS7B_HUMAN,2487756.2977696275,2574607.5466328315,-0.019886395643096487,0.6295278295874596,0.7401038839270501
sp|P80404|GABT_HUMAN,20795453.236433614,19642710.511941604,-0.030435763963432633,0.6295278295874596,0.7401038839270501
sp|Q9UHN6|CEIP2_HUMAN,4262055.65818097,7541969.488182708,0.3458462719702147,0.6295278295874596,0.7401038839270501
sp|A6NMZ7|CO6A6_HUMAN,2393412.7569609145,2497362.5492743826,0.013005515805125054,0.6295278295874596,0.7401038839270501
sp|Q96PE1|AGRA2_HUMAN,681575.3749484255,754267.2198769428,0.24233842956939272,0.6295278295874596,0.7401038839270501
sp|O75390|CISY_HUMAN,255889517.67405748,278648052.6381425,0.09659415298828922,0.6295278295874596,0.7401038839270501
sp|Q99584|S10AD_HUMAN,22474461.292811047,24852553.96792575,0.06330021166256421,0.6295278295874596,0.7401038839270501
sp|Q99590|SCAFB_HUMAN,177326.88116201787,176297.96844141377,-0.3178620806254643,0.6295278295874596,0.7401038839270501
sp|Q0JRZ9|FCHO2_HUMAN,42584788.65130828,40734019.96870737,-0.12289575810390045,0.6295278295874596,0.7401038839270501
sp|Q8WZ64|ARAP2_HUMAN,380661.52259995096,403632.0600138581,0.18908402695031443,0.6295278295874596,0.7401038839270501
sp|A0A087WSZ0|KVD08_HUMAN,9924157.257702729,10942859.981858967,0.17025673356302476,0.6295278295874596,0.7401038839270501
sp|P15121|ALDR_HUMAN,483587014.5214254,477842185.7017046,-0.12928452300084967,0.6295278295874596,0.7401038839270501
sp|Q9P2A4|ABI3_HUMAN,12043745.537669772,12897843.61647368,0.9853819112093644,0.6295278295874596,0.7401038839270501
sp|Q86W25|NAL13_HUMAN,2221989.8941098624,2605000.967055708,-0.09560363399228221,0.6295278295874596,0.7401038839270501
sp|Q9Y4Y9|LSM5_HUMAN,6169111.804816977,6435116.198418194,0.0372225677533284,0.6295278295874596,0.7401038839270501
sp|P04062|GLCM_HUMAN,11904115.831648802,11744523.330359327,-0.09957620562324289,0.6295278295874596,0.7401038839270501
sp|Q9NQ88|TIGAR_HUMAN,5121781.407059563,5524888.523749418,-0.0023330527485893693,0.6295278295874596,0.7401038839270501
sp|Q13356|PPIL2_HUMAN,5246953.601717636,5494164.359947785,0.1419239755393324,0.6295278295874596,0.7401038839270501
sp|Q9UBC2|EP15R_HUMAN,61559375.923744455,61824564.32208612,-0.0020517922874215217,0.6295278295874596,0.7401038839270501
sp|O00712|NFIB_HUMAN,1956071.2126543897,2151774.5949660954,0.1615788216925179,0.6295278295874596,0.7401038839270501
sp|P46060|RAGP1_HUMAN,4054190.18640459,3850118.6481502727,-0.10434470483061402,0.6295278295874596,0.7401038839270501
sp|Q9NYU1|UGGG2_HUMAN,7950530.58766915,7798476.275002801,-0.06050732460217185,0.6295278295874596,0.7401038839270501
sp|Q5QJ74|TBCEL_HUMAN,2031367.5879682899,2837441.049602035,0.20055328682103887,0.6295278295874596,0.7401038839270501
sp|Q9NQX3|GEPH_HUMAN,25127186.75880822,24158900.355728038,-0.05364158446576795,0.6295278295874596,0.7401038839270501
sp|Q9BR61|ACBD6_HUMAN,93275.45736377047,117037.72659837415,0.34325880280466115,0.6295278295874596,0.7401038839270501
sp|O43567|RNF13_HUMAN,3653445.4840090265,3570674.109038265,-0.06534770678628574,0.6455853804945946,0.7550973046535607
sp|Q14966|ZN638_HUMAN,311202.73881910887,316202.4056203211,-0.11490523232426404,0.6455853804945946,0.7550973046535607
sp|O60496|DOK2_HUMAN,199923.02435286916,196659.9948384996,-0.5982841531983251,0.6455853804945946,0.7550973046535607
sp|Q96C03|MID49_HUMAN,8804273.912551066,9428184.780001704,-0.052170943872289204,0.6455853804945946,0.7550973046535607
sp|O95340|PAPS2_HUMAN / sp|O43252|PAPS1_HUMAN,527921.7623014139,483689.2630479382,-0.3632660400206503,0.6455853804945946,0.7550973046535607
sp|Q9BZE1|RM37_HUMAN,14923383.568207538,15311626.853550147,-0.014896535078193319,0.6455853804945946,0.7550973046535607
sp|P30084|ECHM_HUMAN,431390501.72936803,399794502.1786734,-0.12427167925882188,0.6455853804945946,0.7550973046535607
sp|O94919|ENDD1_HUMAN,2338959.675866383,2645533.7250251444,0.04490229421215374,0.6455853804945946,0.7550973046535607
sp|P01008|ANT3_HUMAN / sp|ANT3_HUMAN|P01008,1466880602.560211,1424264593.5849702,-0.12683868848562502,0.6455853804945946,0.7550973046535607
sp|Q6NUM9|RETST_HUMAN,45270062.561227344,46379212.49948718,-0.05477436782761417,0.6455853804945946,0.7550973046535607
sp|Q5T653|RM02_HUMAN,5499848.965270919,5525368.571571896,-0.06310859616181057,0.6455853804945946,0.7550973046535607
sp|Q03591|FHR1_HUMAN,167810137.76862842,167110658.69985104,-0.12033232116946088,0.6455853804945946,0.7550973046535607
sp|Q8WVJ2|NUDC2_HUMAN,25000049.51614781,25280083.65542391,-0.03383462640081081,0.6455853804945946,0.7550973046535607
sp|P49756|RBM25_HUMAN,5590780.122881481,5478233.945781326,-0.021975853145214348,0.6455853804945946,0.7550973046535607
sp|P38646|GRP75_HUMAN,914665028.8482484,901272276.3968718,-0.02509942703026787,0.6455853804945946,0.7550973046535607
sp|P11413|G6PD_HUMAN,416314585.6298086,414162632.0994143,0.0011581538171286099,0.6455853804945946,0.7550973046535607
sp|O15078|CE290_HUMAN,1570193.9579122372,1762782.0190718467,0.058067799051874765,0.6455853804945946,0.7550973046535607
sp|Q5KU26|COL12_HUMAN,1354413.8351142616,1355619.1412259245,-0.13627016790990737,0.6455853804945946,0.7550973046535607
sp|P01893|HLAH_HUMAN,45704519.729308106,46073047.39834039,0.077915461979161,0.6455853804945946,0.7550973046535607
sp|A1X283|SPD2B_HUMAN,2024213.2403265808,2018930.7908456821,-0.045428055854718055,0.6455853804945946,0.7550973046535607
sp|P04211|LV743_HUMAN,122301288.77731612,136794953.29516533,0.0999033585159536,0.6455853804945946,0.7550973046535607
sp|O75695|XRP2_HUMAN,857915.0678279585,1089132.0019976865,0.19915818375339647,0.6618045940995216,0.7678917425250494
sp|Q92539|LPIN2_HUMAN,516846.84448546736,525179.920676432,-0.16961278001899296,0.6618045940995216,0.7678917425250494
sp|A6ZKI3|RTL8C_HUMAN,2956403.087719147,2873515.261588686,-0.1231271330488004,0.6618045940995216,0.7678917425250494
sp|Q7Z2K6|ERMP1_HUMAN,2615560.0597126083,1689900.0324302416,0.016345579882528806,0.6618045940995216,0.7678917425250494
sp|Q15417|CNN3_HUMAN,86148140.46417038,80705907.75194608,-0.08560916418068934,0.6618045940995216,0.7678917425250494
sp|P17096|HMGA1_HUMAN,5936046.980593492,6301076.737908344,0.04969187135851472,0.6618045940995216,0.7678917425250494
sp|P22612|KAPCG_HUMAN,15929203.261798311,18446778.992284376,0.055532159061749915,0.6618045940995216,0.7678917425250494
sp|O75506|HSBP1_HUMAN,1728221.4079546176,2100927.9260385833,0.06242902882137851,0.6618045940995216,0.7678917425250494
sp|P14406|CX7A2_HUMAN,8415492.630406937,8592978.796835361,-0.20107592551804604,0.6618045940995216,0.7678917425250494
sp|P00325|ADH1B_HUMAN,19863868116.797127,20620557746.73394,-0.23867681181937098,0.6618045940995216,0.7678917425250494
sp|P01817|HV205_HUMAN,9586297.699939875,10171228.566225188,0.07271143877401062,0.6618045940995216,0.7678917425250494
sp|Q8WWQ0|PHIP_HUMAN / sp|Q6RI45|BRWD3_HUMAN,1300269.5922202556,1210290.5035792645,-0.20740516629017844,0.6618045940995216,0.7678917425250494
sp|P25685|DNJB1_HUMAN,15545636.799181966,15153385.72297424,-0.09841648911203178,0.6618045940995216,0.7678917425250494
sp|Q8IU80|TMPS6_HUMAN,2430988.60182906,2400284.2634828435,-0.17101615730593217,0.6618045940995216,0.7678917425250494
sp|Q9HB07|MYG1_HUMAN,31324583.110346172,32136303.695322275,-0.13151859513711386,0.6618045940995216,0.7678917425250494
sp|P63302|SELW_HUMAN,91132.86317861387,126034.28976954755,0.004859274406514382,0.6618045940995216,0.7678917425250494
sp|Q13303|KCAB2_HUMAN,6429032.8348861355,6269139.885311422,-0.07365748451995684,0.6618045940995216,0.7678917425250494
sp|Q14520|HABP2_HUMAN,37386524.55522755,40281711.24913297,-0.15561057478375354,0.6618045940995216,0.7678917425250494
sp|P36543|VATE1_HUMAN,14022083.398203852,13005748.822716985,-0.19409951753969243,0.6618045940995216,0.7678917425250494
sp|P61956|SUMO2_HUMAN,174711852.468769,183355468.99838325,0.005397603352903201,0.6618045940995216,0.7678917425250494
sp|P32929|CGL_HUMAN,18699161.14045911,15531204.964227377,-0.15189429041431102,0.6618045940995216,0.7678917425250494
sp|P32519|ELF1_HUMAN,2524920.8128568507,3059762.151895837,0.119368758035182,0.6618045940995216,0.7678917425250494
sp|O14880|MGST3_HUMAN,17927835.797003843,16758569.459571285,-0.09125019625854248,0.6618045940995216,0.7678917425250494
sp|Q14353|GAMT_HUMAN,16859048.96552727,18705537.90467834,-0.05194881440906484,0.6618045940995216,0.7678917425250494
sp|P36269|GGT5_HUMAN,21031207.71456332,19949394.31873942,-0.13817302207346066,0.6618045940995216,0.7678917425250494
sp|Q9H1C4|UN93B_HUMAN,95549.21400113891,86040.83020965665,-0.1783750766540782,0.6618045940995216,0.7678917425250494
sp|Q96QG7|MTMR9_HUMAN,1353341.3603402113,1305503.2646807954,-0.2029870184987181,0.6618045940995216,0.7678917425250494
sp|P52799|EFNB2_HUMAN,785469.8108785249,845094.0868362238,-0.12774233031639257,0.6618045940995216,0.7678917425250494
sp|P53618|COPB_HUMAN,3190989.159264338,3074303.1180814686,-0.10840947606530357,0.6618045940995216,0.7678917425250494
sp|Q9C0B0|UNK_HUMAN,3593105.2921003615,3577713.2837136216,-0.02859424250050024,0.6618045940995216,0.7678917425250494
sp|P54826|GAS1_HUMAN,276132.3385908453,284650.1897510755,-0.23921076225589616,0.6618045940995216,0.7678917425250494
sp|P61626|LYSC_HUMAN / sp|LYSC_HUMAN|P61626,11920582.819943579,41546766.19682834,0.1299255227824645,0.6618045940995216,0.7678917425250494
sp|Q14155|ARHG7_HUMAN,145459.77973007463,120912.29615341338,-0.7088456519331539,0.6618045940995216,0.7678917425250494
sp|O00567|NOP56_HUMAN,5567480.437140105,5686984.381552574,-0.010191547810889061,0.6781789660453796,0.7801008768101095
sp|A0A0B4J1Y9|HV372_HUMAN,143424863.45499006,149061005.06384665,0.12489537313083916,0.6781789660453796,0.7801008768101095
sp|Q9Y3D3|RT16_HUMAN,1815616.0005851595,1667087.2037230276,-0.38970727204020716,0.6781789660453796,0.7801008768101095
sp|Q9UH99|SUN2_HUMAN,442659.3098192128,523535.1665655241,0.12487809355230375,0.6781789660453796,0.7801008768101095
sp|Q9BYN0|SRXN1_HUMAN,78586231.09438667,84448684.47725625,0.10661134353441819,0.6781789660453796,0.7801008768101095
sp|Q13724|MOGS_HUMAN,2330125.746276489,2353426.697596949,-0.13007292883044994,0.6781789660453796,0.7801008768101095
sp|Q8N126|CADM3_HUMAN,3703023.6594854235,4242842.927707228,-0.037883190547171174,0.6781789660453796,0.7801008768101095
sp|P46926|GNPI1_HUMAN,199679004.26048753,201696833.4914546,-0.11241772741902903,0.6781789660453796,0.7801008768101095
sp|O00154|BACH_HUMAN,4222906.034483618,4208488.209137661,-0.11242531326809328,0.6781789660453796,0.7801008768101095
sp|O15126|SCAM1_HUMAN,129630.77009685161,138230.23376633652,-0.9746027201069966,0.6781789660453796,0.7801008768101095
sp|Q14112|NID2_HUMAN,110444107.33874364,103779678.73338437,-0.06284688312565745,0.6781789660453796,0.7801008768101095
sp|P43652|AFAM_HUMAN,481113343.81705236,471173888.0765268,-0.11817378937477163,0.6781789660453796,0.7801008768101095
sp|Q96AB6|NTAN1_HUMAN,24849870.01940627,27545075.303552754,0.0004817255679968443,0.6781789660453796,0.7801008768101095
sp|Q92781|RDH5_HUMAN,13289151.087408442,14267394.519216046,0.05280109882689642,0.6781789660453796,0.7801008768101095
sp|Q9Y6C9|MTCH2_HUMAN,12847019.014588047,13349252.029875949,0.0665846275172037,0.6781789660453796,0.7801008768101095
sp|Q96CX2|KCD12_HUMAN,167682700.65376383,159295113.68813938,-0.059402225595914536,0.6781789660453796,0.7801008768101095
sp|P13645|K1C10_HUMAN,309984993.4441572,246493091.6512649,-0.21047507567678217,0.6781789660453796,0.7801008768101095
sp|Q8IZQ5|SELH_HUMAN,13726127.388761297,6783300.882585442,-0.13006193022069606,0.6781789660453796,0.7801008768101095
sp|P35908|K22E_HUMAN,285359068.0325484,230318239.65035734,-0.1817921824367074,0.6781789660453796,0.7801008768101095
sp|Q8TAQ9|SUN3_HUMAN,56867041.41605921,56517230.70718209,-0.14799890440259628,0.6781789660453796,0.7801008768101095
sp|P29972|AQP1_HUMAN,1762137.8541845533,1648487.4792304111,-0.404848611678407,0.6781789660453796,0.7801008768101095
sp|Q9ULC4|MCTS1_HUMAN,25659010.94918302,24795377.50199125,-0.03213689997333577,0.6781789660453796,0.7801008768101095
sp|P00505|AATM_HUMAN,277647572.97288996,305822515.32379854,-0.05625951884693544,0.6781789660453796,0.7801008768101095
sp|Q6Y1H2|HACD2_HUMAN,410416.2021365817,391125.51341329614,-0.22262845101473613,0.6781789660453796,0.7801008768101095
sp|Q68D91|MBLC2_HUMAN,431531.88328003185,424514.6692160921,0.09046313160596776,0.6781789660453796,0.7801008768101095
sp|Q9ULN7|PNM8B_HUMAN,311018.3815684702,319833.9810177451,-0.22412182478814285,0.6781789660453796,0.7801008768101095
sp|P49662|CASP4_HUMAN,25834732.224983126,24903941.378208287,-0.08948725538691384,0.6781789660453796,0.7801008768101095
sp|Q9Y6V7|DDX49_HUMAN,1110532.2220512952,1258283.4925792676,0.07279616549518916,0.6781789660453796,0.7801008768101095
sp|Q9H993|ARMT1_HUMAN,26119819.58106137,25747694.46977421,-0.03654851498839663,0.6781789660453796,0.7801008768101095
sp|Q9BTW9|TBCD_HUMAN,516877.05875267385,529092.2525752212,-0.23567503831993925,0.6781789660453796,0.7801008768101095
sp|Q93009|UBP7_HUMAN,21391707.959275447,20634117.884711254,-0.15038923279629593,0.6781789660453796,0.7801008768101095
sp|Q8WXH0|SYNE2_HUMAN,7980169.62579462,7787821.235576354,0.190044007945386,0.6781789660453796,0.7801008768101095
sp|P08648|ITA5_HUMAN,30390028.10366608,30465841.567787204,-0.009742412187710615,0.6781789660453796,0.7801008768101095
sp|Q13177|PAK2_HUMAN,16208680.424204366,17275978.788898658,0.0819600759785787,0.6781789660453796,0.7801008768101095
sp|P62195|PRS8_HUMAN,18898462.596563164,20607048.841684345,-0.005105324759914304,0.6781789660453796,0.7801008768101095
sp|P26885|FKBP2_HUMAN,94730062.3175225,92747085.49849008,-0.04232946874172185,0.6781789660453796,0.7801008768101095
sp|P38606|VATA_HUMAN,138393263.00978503,138861733.0847486,-0.10328190663417532,0.6947018131613731,0.7922704375858911
sp|P04150|GCR_HUMAN,7800418.971256085,7606716.857414192,-0.02123732681006411,0.6947018131613731,0.7922704375858911
sp|Q9Y6A4|CFA20_HUMAN,367469.9441121263,369731.84532662906,-0.06049171823246421,0.6947018131613731,0.7922704375858911
sp|Q04756|HGFA_HUMAN,24302795.985961266,23763364.46059714,-0.11906598908083181,0.6947018131613731,0.7922704375858911
sp|O14657|TOR1B_HUMAN,825543.5431943896,16247179.115942389,-0.22560379317364632,0.6947018131613731,0.7922704375858911
sp|Q08431|MFGM_HUMAN,1962772.9835886066,2195600.5303846314,0.03880069087346717,0.6947018131613731,0.7922704375858911
sp|Q9NX63|MIC19_HUMAN,8033776.667610121,9152807.041197402,0.1532076625065466,0.6947018131613731,0.7922704375858911
sp|P16403|H12_HUMAN,295063755.3996266,317355420.71336895,0.05267247084552806,0.6947018131613731,0.7922704375858911
sp|A0A0B4J1U7|HV601_HUMAN,8150562.726094746,7184453.048673389,-0.11103123696751054,0.6947018131613731,0.7922704375858911
sp|Q01658|NC2B_HUMAN,1373275.3661640903,1399330.227213464,-0.2054979040025711,0.6947018131613731,0.7922704375858911
sp|Q53SF7|COBL1_HUMAN,29968348.825754315,30533870.453267116,-0.054510436271599676,0.6947018131613731,0.7922704375858911
sp|Q07021|C1QBP_HUMAN,5258051.547677171,5302016.663151364,-0.24367548390657165,0.6947018131613731,0.7922704375858911
sp|Q9Y2I8|WDR37_HUMAN,12867570.375078527,22428668.599319898,0.24132599628292503,0.6947018131613731,0.7922704375858911
sp|Q6UW68|TM205_HUMAN,2565716.2681361223,2444605.4077668837,-0.16933975436850024,0.6947018131613731,0.7922704375858911
sp|O95456|PSMG1_HUMAN,1653768.9127057367,1418518.072227541,-0.8046508791166785,0.6947018131613731,0.7922704375858911
sp|A1Z1Q3|MACD2_HUMAN,4216483.7488604225,4321630.080501757,-0.02922783509381764,0.6947018131613731,0.7922704375858911
sp|Q9NZ43|USE1_HUMAN,759825.3220307927,826110.8565531274,0.09032881105232134,0.6947018131613731,0.7922704375858911
sp|A0M8Q6|IGLC7_HUMAN,7099944494.2198305,7123036070.9815235,0.023150499210028968,0.6947018131613731,0.7922704375858911
sp|Q05655|KPCD_HUMAN,27078765.281107772,50777164.31034659,0.11171571987752506,0.6947018131613731,0.7922704375858911
sp|P46976|GLYG_HUMAN,64168084.90058651,71123705.57618557,0.11496038670474587,0.6947018131613731,0.7922704375858911
sp|P48556|PSMD8_HUMAN,3514083.5798056168,3983307.073834386,0.09115215381063223,0.6947018131613731,0.7922704375858911
sp|P51452|DUS3_HUMAN,61313903.54010237,56598399.33681298,-0.11171193326042166,0.6947018131613731,0.7922704375858911
sp|Q969G3|SMCE1_HUMAN,2001241.7238144185,2258849.544135646,-0.09169766108808956,0.6947018131613731,0.7922704375858911
sp|Q13123|RED_HUMAN,57030492.12163859,40575605.63568645,0.06667347464689678,0.6947018131613731,0.7922704375858911
sp|Q13825|AUHM_HUMAN,11875339.749137476,11770661.2286315,-0.08628956168399655,0.6947018131613731,0.7922704375858911
sp|Q6NUN0|ACSM5_HUMAN,15845598.36014588,15915040.458912598,-0.010048776273328385,0.6947018131613731,0.7922704375858911
sp|P78563|RED1_HUMAN,21258332.80885249,20459153.84230724,0.01810912908715672,0.6947018131613731,0.7922704375858911
sp|Q8N1F7|NUP93_HUMAN,318913.83711164823,324547.2337602685,-0.2818005596669139,0.6947018131613731,0.7922704375858911
sp|P61604|CH10_HUMAN,1100647265.488444,1067915925.0445334,-0.0027447543724681152,0.6947018131613731,0.7922704375858911
sp|O75116|ROCK2_HUMAN,1367472.1715802092,1355413.071789194,-0.07533100210827863,0.6947018131613731,0.7922704375858911
sp|Q9Y2L6|FRM4B_HUMAN,7622296.630306757,7700259.023950623,0.022687701888289575,0.6947018131613731,0.7922704375858911
sp|A0A075B6S2|KVD29_HUMAN / sp|A2NJV5|KV229_HUMAN,85227619.35312782,98389628.87025268,0.03204551512988555,0.6947018131613731,0.7922704375858911
sp|Q9UJW0|DCTN4_HUMAN,37017640.17097238,37434999.810029715,-0.013524239943629059,0.6947018131613731,0.7922704375858911
sp|Q15018|ABRX2_HUMAN,12933648.705080494,13841587.170604097,0.04173089651601418,0.6947018131613731,0.7922704375858911
sp|Q9Y2W7|CSEN_HUMAN,3476009.8415454975,5608817.383157297,0.09787047806301404,0.6947018131613731,0.7922704375858911
sp|P00374|DYR_HUMAN,4006283.346802644,5080656.20783666,0.16890401983744288,0.6947018131613731,0.7922704375858911
sp|Q9Y6M1|IF2B2_HUMAN,15424514.500263948,16656564.937180502,0.051963081893875204,0.7113664001226425,0.805532646103955
sp|P45973|CBX5_HUMAN,22852305.216151517,22706634.701546866,-0.08495147406567838,0.7113664001226425,0.805532646103955
sp|Q5VU97|CAHD1_HUMAN,205485.37863036658,198609.389125548,-0.08463144351329643,0.7071006493742998,0.805532646103955
sp|Q99983|OMD_HUMAN,3352629.131989271,2935542.752255712,-0.005631051083221658,0.7113664001226425,0.805532646103955
sp|Q13976|KGP1_HUMAN,400159.94950804714,375166.15443309007,-0.5944835940307678,0.7113664001226425,0.805532646103955
sp|Q9Y484|WIPI4_HUMAN,8596196.238515517,10264546.765516499,-0.321239951210914,0.7113664001226425,0.805532646103955
sp|Q9NZU5|LMCD1_HUMAN,202463047.6006784,202521321.83880666,-0.17876778393727846,0.7113664001226425,0.805532646103955
sp|P20292|AL5AP_HUMAN,872826.5654738861,1365788.5023299586,-2.077461344592179,0.7113664001226425,0.805532646103955
sp|Q7L2E3|DHX30_HUMAN,1345704.225114973,1440054.4159809384,-0.1275242864499178,0.7113664001226425,0.805532646103955
sp|Q709C8|VP13C_HUMAN,30423425.214962564,30509562.28793868,-0.09017679083899625,0.7113664001226425,0.805532646103955
sp|Q06124|PTN11_HUMAN,138578864.82197893,129106136.01252739,-0.19588032012672482,0.7113664001226425,0.805532646103955
sp|Q69YN2|C19L1_HUMAN,2777722.443056225,2721558.6807812066,0.05944320546053571,0.7113664001226425,0.805532646103955
sp|P51114|FXR1_HUMAN,7444933.143439868,8087675.558549123,-0.04213224795496439,0.7113664001226425,0.805532646103955
sp|Q9BTV6|DPH7_HUMAN,4181187.1647448274,4160950.025574945,0.1309138329559357,0.7113664001226425,0.805532646103955
sp|Q15223|NECT1_HUMAN,1653480.455555895,1583529.2628836285,-0.06986591686904269,0.7113664001226425,0.805532646103955
sp|Q99729|ROAA_HUMAN,81567008.03999425,82660934.01072109,-0.048344217390503215,0.7113664001226425,0.805532646103955
sp|Q8NFH3|NUP43_HUMAN,9563831.248682322,10137807.546535043,0.07444776644660005,0.7113664001226425,0.805532646103955
sp|A0A0C4DH68|KV224_HUMAN / sp|A0A075B6R9|KVD24_HUMAN,52407931.75782381,53120427.78398764,0.14179588639820337,0.7113664001226425,0.805532646103955
sp|P08603|CFAH_HUMAN,1859180792.0334432,1858101152.1466832,-0.16353808305277134,0.7113664001226425,0.805532646103955
sp|P48668|K2C6C_HUMAN,1341486958.6053853,820311923.2246338,-0.26044439912652145,0.7113664001226425,0.805532646103955
